rank,wave,class,sourceKey,commercial tier,tier why,country deficiency,priority,country,destination,category,required subject,required composition,widest display px,action,acquisition route,cost band,canonical asset id,current reference,replacement filename,pages,hero on,first page,why,current provider,current photographer,current source
535,"W6 licence, long tail",REPLACE,pexels:11498742,4,no price attached,67%,P3,niger,the doum palm valleys,forests,"Vibrant tropical palm trees with dried leaves set against a clear blue sky., Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001062,https://images.pexels.com/photos/11498742/pexels-photo-11498742.jpeg,niger/forests/vibrant-tropical-palm-trees-with-dried-leaves-set-against-a-clear-blue.avif,4,/places/niger/the-doum-palm-valleys.html,/niger.html,relevance 3.0,pexels,Engin Akyurt,https://www.pexels.com/photo/dry-palm-trees-under-blue-sky-11498742/
536,"W6 licence, long tail",REPLACE,pexels:32161118,4,no price attached,67%,P3,niger,three sites,heritage,"prehistoric rock engravings of cattle in the Air mountains, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001063,https://images.pexels.com/photos/32161118/pexels-photo-32161118.jpeg,niger/heritage/prehistoric-rock-engravings-of-cattle-in-the-air-mountains-niger.avif,3,/places/niger/three-sites.html,/places/niger/three-sites.html,"relevance 2.5; the provider calls it ""aegean airlines aircraft in clear blue sky""",pexels,Drinu Cutajar,https://www.pexels.com/photo/aegean-airlines-aircraft-in-clear-blue-sky-32161118/
537,"W6 licence, long tail",REPLACE,pexels:8328884,4,no price attached,67%,P3,niger,the niger at niamey,lakes-rivers,pirogues on the Niger river at Niamey at sunset,16/9 and 4/5 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001064,https://images.pexels.com/photos/8328884/pexels-photo-8328884.jpeg,niger/lakes-rivers/pirogues-on-the-niger-river-at-niamey-at-sunset.avif,3,/places/niger/the-niger-at-niamey.html,/places/niger/the-niger-at-niamey.html,"the provider calls it ""man in casual clothing and sunglasses leaning agains""",pexels,Sagar Thapa,https://www.pexels.com/photo/man-in-casual-clothing-and-sunglasses-leaning-against-a-concrete-pole-8328884/
538,"W6 licence, long tail",REPLACE,pexels:37606675,4,no price attached,67%,P3,niger,the niamey grand marche,local-life,"A bustling outdoor market with colorful tents and people in a rural setting., Niger",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001065,https://images.pexels.com/photos/37606675/pexels-photo-37606675.jpeg,niger/local-life/a-bustling-outdoor-market-with-colorful-tents-and-people-in-a-rural-se.avif,3,/places/niger/the-niamey-grand-marche.html,/places/niger/the-niamey-grand-marche.html,relevance 2.5,pexels,Ghufran Visuals,https://www.pexels.com/photo/aerial-view-of-vibrant-outdoor-market-in-rural-area-37606675/
539,"W6 licence, long tail",REPLACE,pexels:36022167,4,no price attached,67%,P3,niger,mont idoukal n taghes,mountains,"a granite peak in the Air massif with a palm-filled valley below, Niger",16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001066,https://images.pexels.com/photos/36022167/pexels-photo-36022167.jpeg,niger/mountains/a-granite-peak-in-the-air-massif-with-a-palm-filled-valley-below-niger.avif,4,/places/niger/mont-idoukal-n-taghes.html,/niger.html,"relevance 2.5; the provider calls it ""air niugini boeing 737 700 in flight closeup""",pexels,Jeffry Surianto,https://www.pexels.com/photo/air-niugini-boeing-737-700-in-flight-closeup-36022167/
540,"W6 licence, long tail",REPLACE,pexels:35523354,4,no price attached,67%,P3,niger,the air massif,nature,"Majestic snow-covered mountain peaks create a serene winter landscape., Niger",16/9 and 21/9 and 4/3,2100,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001067,https://images.pexels.com/photos/35523354/pexels-photo-35523354.jpeg,niger/nature/majestic-snow-covered-mountain-peaks-create-a-serene-winter-landscape-.avif,4,/places/niger/the-air-massif.html,/niger.html,relevance 2.5,pexels,SERHAT  TUĞ,https://www.pexels.com/photo/snow-covered-mountain-peaks-in-winter-landscape-35523354/
541,"W6 licence, long tail",REPLACE,pexels:9409257,4,no price attached,67%,P3,niger,dunes and nothing,photography,"Long shadows cast on vibrant green grass, capturing the beauty of a sunny day outdoors., Niger",16/9 and 21/9 and 4/3,2100,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001068,https://images.pexels.com/photos/9409257/pexels-photo-9409257.jpeg,niger/photography/long-shadows-cast-on-vibrant-green-grass-capturing-the-beauty-of-a-sun.avif,3,/places/niger/dunes-and-nothing.html,/places/niger/dunes-and-nothing.html,relevance 3.9,pexels,Luis Quintero,https://www.pexels.com/photo/green-grass-field-9409257/
542,"W6 licence, long tail",REPLACE,pexels:6983512,4,no price attached,67%,P3,niger,w national park,safari,"elephants in tall grass in W National Park, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001069,https://images.pexels.com/photos/6983512/pexels-photo-6983512.jpeg,niger/safari/elephants-in-tall-grass-in-w-national-park-niger.avif,2,/places/niger/w-national-park.html,/places/niger/w-national-park.html,relevance 2.7,pexels,Camille Cox,https://www.pexels.com/photo/close-up-of-a-squirrel-on-grass-6983512/
543,"W6 licence, long tail",REPLACE,pexels:38545734,4,no price attached,67%,P3,niger,guelta pools,waterfalls,"a permanent rock pool with palms in the Air mountains, Niger",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001070,https://images.pexels.com/photos/38545734/pexels-photo-38545734.jpeg,niger/waterfalls/a-permanent-rock-pool-with-palms-in-the-air-mountains-niger.avif,3,/places/niger/guelta-pools.html,/places/niger/guelta-pools.html,"relevance 2.7; the provider calls it ""paraglider with multicolored parachute mid flight""",pexels,Isaac Naph,https://www.pexels.com/photo/paraglider-with-multicolored-parachute-mid-flight-38545734/
544,"W6 licence, long tail",REPLACE,pexels:26727928,4,no price attached,67%,P3,niger,why niger,why-visit,"a giraffe standing against open Sahelian sky at Kouré, Niger",16/9 and 21/9,2400,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001071,https://images.pexels.com/photos/26727928/pexels-photo-26727928.jpeg,niger/why-visit/a-giraffe-standing-against-open-sahelian-sky-at-kour-niger.avif,2,/places/niger/why-niger.html,/places/niger/why-niger.html,relevance 3.9,pexels,Francesco Ungaro,https://www.pexels.com/photo/pattern-on-the-side-of-the-giraffe-26727928/
545,"W6 licence, long tail",REPLACE,pexels:13660326,4,no price attached,65%,P3,benin,pirogue and pendjari,adventure,Adventure in Benin,16/9,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001072,https://images.pexels.com/photos/13660326/pexels-photo-13660326.jpeg,benin/adventure/adventure-in-benin.avif,2,/places/benin/pirogue-and-pendjari.html,/places/benin/pirogue-and-pendjari.html,"relevance 3.7; query broadened to category; the provider calls it ""back view of people walking on trail""",pexels,Xuân Thống Trần,https://www.pexels.com/photo/back-view-of-people-walking-on-trail-13660326/
546,"W6 licence, long tail",REPLACE,pexels:36547342,4,no price attached,65%,P3,benin,earth and afro brazilian,architecture,"Black and white photo of a local merchant sitting on a rock in Jos market, Nigeria., Benin",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001073,https://images.pexels.com/photos/36547342/pexels-photo-36547342.jpeg,benin/architecture/black-and-white-photo-of-a-local-merchant-sitting-on-a-rock-in-jos-mar.avif,3,/places/benin/earth-and-afro-brazilian.html,/places/benin/earth-and-afro-brazilian.html,relevance 2.7,pexels,Jagaba Denis,https://www.pexels.com/photo/portrait-of-a-merchant-in-jos-nigeria-36547342/
547,"W6 licence, long tail",REPLACE,pexels:36606755,4,no price attached,65%,P3,benin,a hundred kilometres of atlantic,beaches,"Peaceful seaside view with ocean waves and green foliage under a blue sky., Benin",16/9 and 4/3,1800,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001074,https://images.pexels.com/photos/36606755/pexels-photo-36606755.jpeg,benin/beaches/peaceful-seaside-view-with-ocean-waves-and-green-foliage-under-a-blue-.avif,4,/places/benin/a-hundred-kilometres-of-atlantic.html,/benin.html,relevance 2.0,pexels,Tuấn Vũ,https://www.pexels.com/photo/scenic-coastal-landscape-with-ocean-view-36606755/
548,"W6 licence, long tail",REPLACE,pexels:17240764,4,no price attached,65%,P3,benin,pendjari community run,eco-tourism,"a ranger scanning grassland from a vehicle in Pendjari, Benin",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001075,https://images.pexels.com/photos/17240764/pexels-photo-17240764.jpeg,benin/eco-tourism/a-ranger-scanning-grassland-from-a-vehicle-in-pendjari-benin.avif,2,/places/benin/pendjari-community-run.html,/places/benin/pendjari-community-run.html,"relevance 2.7; the provider calls it ""deer in nature""",pexels,Kenneth Mulindwa,https://www.pexels.com/photo/deer-in-nature-17240764/
549,"W6 licence, long tail",REPLACE,pexels:25228166,4,no price attached,65%,P3,benin,ganvie by pirogue,family-community,"children in a pirogue among the stilt houses of Ganvie, Benin",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001076,https://images.pexels.com/photos/25228166/pexels-photo-25228166.jpeg,benin/family-community/children-in-a-pirogue-among-the-stilt-houses-of-ganvie-benin.avif,2,/places/benin/ganvie-by-pirogue.html,/places/benin/ganvie-by-pirogue.html,"relevance 2.2; the provider calls it ""back view of fisherman on boat in village""",pexels,Safari  Consoler,https://www.pexels.com/photo/back-view-of-fisherman-on-boat-in-village-25228166/
550,"W6 licence, long tail",REPLACE,pexels:13799473,4,no price attached,65%,P3,benin,the vodun festival,festivals,"crowds and dancers on the beach at the Ouidah vodun festival, Benin",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001077,https://images.pexels.com/photos/13799473/pexels-photo-13799473.jpeg,benin/festivals/crowds-and-dancers-on-the-beach-at-the-ouidah-vodun-festival-benin.avif,3,/places/benin/the-vodun-festival.html,/places/benin/the-vodun-festival.html,"the provider calls it ""silhouette of a person standing barefoot on sand""",pexels,Ankit Bhattacharjee,https://www.pexels.com/photo/silhouette-of-a-person-standing-barefoot-on-sand-13799473/
551,"W6 licence, long tail",REPLACE,pexels:37211572,4,no price attached,65%,P3,benin,amiwo and grilled fish,food,"a plate of amiwo with grilled chicken and pepper sauce, Benin",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001078,https://images.pexels.com/photos/37211572/pexels-photo-37211572.jpeg,benin/food/a-plate-of-amiwo-with-grilled-chicken-and-pepper-sauce-benin.avif,3,/places/benin/amiwo-and-grilled-fish.html,/index.html,"the provider calls it ""indonesian fusion cuisine plated elegantly""",pexels,kevin yung,https://www.pexels.com/photo/indonesian-fusion-cuisine-plated-elegantly-37211572/
552,"W6 licence, long tail",REPLACE,pexels:27328538,4,no price attached,65%,P3,benin,the sacred forests,forests,"A tranquil forest scene filled with tall trees and lush greenery under soft daylight., Benin",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001079,https://images.pexels.com/photos/27328538/pexels-photo-27328538.jpeg,benin/forests/a-tranquil-forest-scene-filled-with-tall-trees-and-lush-greenery-under.avif,4,/places/benin/the-sacred-forests.html,/benin.html,"the provider calls it ""a person is riding a kite in the woods""",pexels,Shovan Datta,https://www.pexels.com/photo/a-person-is-riding-a-kite-in-the-woods-27328538/
553,"W6 licence, long tail",REPLACE,pexels:33924914,4,no price attached,65%,P3,benin,the royal palaces of abomey,historic-sites,"Close-up of a detailed architectural wall adorned with diverse carvings and patterns., Benin",16/9 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001080,https://images.pexels.com/photos/33924914/pexels-photo-33924914.jpeg,benin/historic-sites/close-up-of-a-detailed-architectural-wall-adorned-with-diverse-carving.avif,2,/places/benin/the-royal-palaces-of-abomey.html,/places/benin/the-royal-palaces-of-abomey.html,relevance 3.0,pexels,Tahir Xəlfəquliyev,https://www.pexels.com/photo/intricate-architectural-wall-with-carvings-33924914/
554,"W6 licence, long tail",REPLACE,pexels:6729842,4,no price attached,65%,P3,benin,lake nokoue and the oueme,lakes-rivers,"fishing nets and stakes across Lake Nokoue at dawn, Benin",16/9 and 4/5 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001081,https://images.pexels.com/photos/6729842/pexels-photo-6729842.jpeg,benin/lakes-rivers/fishing-nets-and-stakes-across-lake-nokoue-at-dawn-benin.avif,3,/places/benin/lake-nokoue-and-the-oueme.html,/places/benin/lake-nokoue-and-the-oueme.html,"the provider calls it ""a woman riding a boat""",pexels,Kenza Loussouarn,https://www.pexels.com/photo/a-woman-riding-a-boat-6729842/
555,"W6 licence, long tail",REPLACE,pexels:33225354,4,no price attached,65%,P3,benin,zemidjan,local-life,"yellow-shirted zemidjan motorcycle taxi riders waiting at a junction, Benin",16/9 and 3/2 and 4/3,1600,licence a photograph that actually shows the subject,licence,B — one stock or agency licence at the going rate.,AKL-001082,https://images.pexels.com/photos/33225354/pexels-photo-33225354.jpeg,benin/local-life/yellow-shirted-zemidjan-motorcycle-taxi-riders-waiting-at-a-junction-b.avif,3,/places/benin/zemidjan.html,/places/benin/zemidjan.html,relevance 2.7,pexels,Lam N,https://www.pexels.com/photo/young-man-in-yellow-shirt-against-dark-backdrop-33225354/
